"name","movie_duration","movie_year","genres","countries"
"Кровавая расплата",92,2007,"[ужасы, комедия]","[США]"
"Тюремный эксперимент в Стэнфорде",122,2015,"[триллер, драма, биография, история]","[США]"
"Война по принуждению",112,2008,"[драма, военный]","[США]"
"Кто убил электрокар?",92,2006,"[документальный]","[США]"
"Телепорт",88,2008,"[фантастика, боевик, триллер, приключения]","[США, Канада]"
"Дети без присмотра",90,2006,"[комедия, приключения, семейный]","[США]"
"Судный день",105,2008,"[фантастика, боевик, триллер]","[Великобритания, США, ЮАР, Германия]"
"Клуб страха",119,2004,"[ужасы, триллер, комедия]","[США]"
"Перелом",108,2007,"[триллер, драма, криминал, детектив]","[США, Германия]"
"Реальные кабаны",100,2007,"[боевик, комедия, приключения]","[США]"
"Безумие",123,2005,"[ужасы, драма]","[Чехия, Словакия]"
"Омкара",155,2006,"[боевик, триллер, драма, мелодрама, криминал]","[Индия]"
"Один пропущенный звонок",87,2007,"[ужасы, детектив]","[Япония, США, Германия]"
"Однажды в Китае 2",113,1992,"[боевик, мелодрама, приключения, биография, история]","[Гонконг]"
"Дети шпионов 3: Игра окончена",84,2003,"[фантастика, боевик, комедия, приключения, семейный]","[США]"
"Потому что я так хочу",102,2006,"[мелодрама, комедия]","[США]"
"Клетка тигра 2",95,1990,"[боевик, криминал]","[Гонконг]"
"Размножители",77,1986,"[ужасы, фантастика]","[США]"
"Герой семьи",103,2006,"[драма]","[Франция]"
"Пьяный тайчи",91,1984,"[боевик, комедия]","[Гонконг]"
"Близнецы",88,2003,"[боевик, комедия, приключения]","[Гонконг]"
"Принцесса мечей",93,2001,"[фантастика, боевик]","[Япония]"
"Не отступать и не сдаваться",85,1986,"[боевик, драма, криминал]","[США, Гонконг]"
"Дети Биби",72,1992,"[мультфильм, мюзикл, фэнтези, комедия]","[США]"
"Я, опять я и снова я",104,1999,"[мелодрама, комедия]","[Франция]"
"Вертикальный предел",124,2000,"[боевик, триллер, драма, приключения]","[США, Германия]"
"Воин ветра",120,2004,"[боевик, драма, военный, биография, история]","[Корея Южная]"
"Горец: В поисках мести (видео)",86,2007,"[аниме, мультфильм, фантастика, фэнтези, боевик]","[США]"
"Замыкая круг",118,2007,"[драма, мелодрама]","[Великобритания, Канада, США]"
"К радости",98,1950,"[драма]","[Швеция]"
"Кризис",93,1946,"[драма]","[Швеция]"
"2012: Гибель Империи",135,2006,"[фантастика, триллер, драма, приключения]","[Япония]"
"Простая смерть…",64,1985,"[драма]","[СССР]"
"Боязнь темноты",86,2003,"[ужасы]","[Канада]"
"Звук и ярость",95,1988,"[драма]","[Франция]"
"Танцовщица",99,2006,"[драма, мелодрама]","[США]"
"Жизнь так прекрасна",144,2005,"[мюзикл, мелодрама, комедия, семейный]","[Индия]"
"Свадьба №1",130,2005,"[комедия]","[Индия]"
"Гитлер? Не знаю такого",87,1963,"[документальный]","[Франция]"
"Могучий Джо Янг",114,1998,"[фантастика, фэнтези, боевик, триллер, приключения, семейный]","[США]"
